"Model","Task_Prefix","Dataset_Name","Model_Responses","Gold_Labels","Min_K_Responses","cos_sim_scores","rouge_sim_scores","levenshtein_distance"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:
Wanda suggests having a party and asks Gina for help in making a grocery","Wanda wants to throw a party. She asks Gina to borrow her father's car and go do groceries together. They set the date for Friday. ","{'Min_10.0% Prob': 20.03164291381836, 'Min_20.0% Prob': 17.627806504567463, 'Min_30.0% Prob': 14.45402627521091, 'Min_40.0% Prob': 12.396175463994345, 'Min_50.0% Prob': 11.044427680969239}","0.7880620956420898","{'rouge1': Score(precision=0.3076923076923077, recall=0.5, fmeasure=0.380952380952381), 'rouge2': Score(precision=0.08, recall=0.13333333333333333, fmeasure=0.1), 'rougeL': Score(precision=0.23076923076923078, recall=0.375, fmeasure=0.2857142857142857)}","100"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:

Martin received two cinema tickets through an online event organized by a movie magazine on","Martin wrote a short review and won 2 cinema tickets on FB. Martin wants Aggie to go with him this week for the new film with Redford.","{'Min_10.0% Prob': 13.569597244262695, 'Min_20.0% Prob': 10.872328599294027, 'Min_30.0% Prob': 9.313558101654053, 'Min_40.0% Prob': 8.239778955777487, 'Min_50.0% Prob': 7.465625508626302}","0.5597584247589111","{'rouge1': Score(precision=0.18518518518518517, recall=0.29411764705882354, fmeasure=0.22727272727272727), 'rouge2': Score(precision=0.038461538461538464, recall=0.0625, fmeasure=0.04761904761904762), 'rougeL': Score(precision=0.14814814814814814, recall=0.23529411764705882, fmeasure=0.1818181818181818)}","94"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Here's a summary of the provided text:

- Charlee is attending a university where","Charlee is attending Portuguese theater as a subject at university. He and other students are preparing a play by Mrożek translated into Portuguese.","{'Min_10.0% Prob': 14.424562931060791, 'Min_20.0% Prob': 12.187153530120849, 'Min_30.0% Prob': 10.358660340309143, 'Min_40.0% Prob': 9.285812334580855, 'Min_50.0% Prob': 8.313554968152728}","0.4750200808048248","{'rouge1': Score(precision=0.25, recall=0.4, fmeasure=0.3076923076923077), 'rouge2': Score(precision=0.08695652173913043, recall=0.14285714285714285, fmeasure=0.1081081081081081), 'rougeL': Score(precision=0.20833333333333334, recall=0.3333333333333333, fmeasure=0.25641025641025644)}","112"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:
Mary asks Tom if he's taking a car or train to go somewhere.","Ella rented a car, this makes things much faster for her and Tom. ","{'Min_10.0% Prob': 13.017814636230469, 'Min_20.0% Prob': 11.407752990722656, 'Min_30.0% Prob': 10.70369267463684, 'Min_40.0% Prob': 9.51517160733541, 'Min_50.0% Prob': 8.477057874202728}","0.5529494881629944","{'rouge1': Score(precision=0.23076923076923078, recall=0.1875, fmeasure=0.20689655172413793), 'rouge2': Score(precision=0.08333333333333333, recall=0.06666666666666667, fmeasure=0.07407407407407407), 'rougeL': Score(precision=0.15384615384615385, recall=0.125, fmeasure=0.13793103448275862)}","58"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Here's a summary of the provided text:

**Summary:** Luke is offering to join","Paul is going to share his Netflix account with Luke. In exchange Luke is going to contribute to the subscription. Paul will send Luke his bank details. Paul is on vacation with his girlfriend till tomorrow.","{'Min_10.0% Prob': 13.623313268025717, 'Min_20.0% Prob': 11.459906714303154, 'Min_30.0% Prob': 9.665835077112371, 'Min_40.0% Prob': 8.610865751902262, 'Min_50.0% Prob': 7.761551028803775}","0.5252861380577087","{'rouge1': Score(precision=0.1111111111111111, recall=0.26666666666666666, fmeasure=0.1568627450980392), 'rouge2': Score(precision=0.02857142857142857, recall=0.07142857142857142, fmeasure=0.04081632653061224), 'rougeL': Score(precision=0.08333333333333333, recall=0.2, fmeasure=0.11764705882352941)}","168"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
This conversation is between Greg and his wife, Betsy. Greg needs to stay late","Greg and Betsy have a lot of work today, so they cannot pick up Johnny from the kindergarten. However, it's Greg's turn to do it. Greg will try to find a solution.","{'Min_10.0% Prob': 11.088714281717936, 'Min_20.0% Prob': 9.456523827144078, 'Min_30.0% Prob': 8.329765666614879, 'Min_40.0% Prob': 7.327330811818441, 'Min_50.0% Prob': 6.412822346938284}","0.5062809586524963","{'rouge1': Score(precision=0.14705882352941177, recall=0.3333333333333333, fmeasure=0.20408163265306123), 'rouge2': Score(precision=0.030303030303030304, recall=0.07142857142857142, fmeasure=0.0425531914893617), 'rougeL': Score(precision=0.14705882352941177, recall=0.3333333333333333, fmeasure=0.20408163265306123)}","125"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Here's a summary of the given text:

The group is discussing Ethan sending photos to","Ethan, Toby and Marshall are making fun of Scott.","{'Min_10.0% Prob': 15.403756141662598, 'Min_20.0% Prob': 13.82232141494751, 'Min_30.0% Prob': 13.177958488464355, 'Min_40.0% Prob': 11.864875197410583, 'Min_50.0% Prob': 10.991123867034911}","0.3419371247291565","{'rouge1': Score(precision=0.2222222222222222, recall=0.11764705882352941, fmeasure=0.15384615384615383), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.058823529411764705, fmeasure=0.07692307692307691)}","72"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
The conversation is about Igor feeling overwhelmed with work during his notice period and not knowing if","Igor has a lot of work on his notice period and he feels demotivated. John thinks he should do what he has to do nevertheless. ","{'Min_10.0% Prob': 14.145114580790201, 'Min_20.0% Prob': 11.201430320739746, 'Min_30.0% Prob': 9.170820501115587, 'Min_40.0% Prob': 7.90203583240509, 'Min_50.0% Prob': 7.027174965540568}","0.6401161551475525","{'rouge1': Score(precision=0.28, recall=0.3888888888888889, fmeasure=0.32558139534883723), 'rouge2': Score(precision=0.125, recall=0.17647058823529413, fmeasure=0.14634146341463414), 'rougeL': Score(precision=0.24, recall=0.3333333333333333, fmeasure=0.27906976744186046)}","97"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:
Clara is rewatching the TV show ""Dear White People"" on","Clara is rewatching Dear White People and strongly recommends it to Neela.","{'Min_10.0% Prob': 15.238883018493652, 'Min_20.0% Prob': 12.594325065612793, 'Min_30.0% Prob': 12.178341388702393, 'Min_40.0% Prob': 10.030557552973429, 'Min_50.0% Prob': 8.14149859547615}","0.6788501143455505","{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.36363636363636365, recall=0.36363636363636365, fmeasure=0.36363636363636365), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}","59"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Here's a summary of the given text:

- Ernest asks Mike if he parked his","Mike took his car into garage today. Ernest is relieved as someone had just crashed into a red Honda which looks like Mike's. ","{'Min_10.0% Prob': 11.776871681213379, 'Min_20.0% Prob': 9.46795597076416, 'Min_30.0% Prob': 8.822999204908099, 'Min_40.0% Prob': 8.158751630783081, 'Min_50.0% Prob': 7.379093060126672}","0.6378135681152344","{'rouge1': Score(precision=0.20833333333333334, recall=0.3125, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.125, fmeasure=0.1)}","95"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","header
Summary:
In this conversation, Beth asks Deirdre for advice on organizing a girls","Beth wants to organize a girls weekend to celebrate her mother's 40th birthday. She also wants to work at Deidre's beauty salon. Deidre offers her a few hours on Saturdays as work experience. They set up for a meeting tomorrow.","{'Min_10.0% Prob': 9.98023509979248, 'Min_20.0% Prob': 8.801915454864503, 'Min_30.0% Prob': 7.972706349690755, 'Min_40.0% Prob': 7.127585506439209, 'Min_50.0% Prob': 6.232207426658044}","0.6609166860580444","{'rouge1': Score(precision=0.14285714285714285, recall=0.42857142857142855, fmeasure=0.21428571428571427), 'rouge2': Score(precision=0.04878048780487805, recall=0.15384615384615385, fmeasure=0.07407407407407408), 'rougeL': Score(precision=0.09523809523809523, recall=0.2857142857142857, fmeasure=0.14285714285714285)}","177"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","user
Summary:

In summary, Gloria explains that exams are unpredictable and require lots of practice rather","Gloria has an exam soon. It lasts 4 hours. Emma sent her a link to a website with some texts from previous years so that she can prepare for the exam better.","{'Min_10.0% Prob': 15.469736417134603, 'Min_20.0% Prob': 12.396582467215401, 'Min_30.0% Prob': 10.516485214233398, 'Min_40.0% Prob': 9.41459856714521, 'Min_50.0% Prob': 8.314988904529148}","0.6246386766433716","{'rouge1': Score(precision=0.09375, recall=0.1875, fmeasure=0.125), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09375, recall=0.1875, fmeasure=0.125)}","117"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:

Adam and Karen discuss their concerns about May's mental health. They both express","Adam and Karen are worried that May suffers from depression. Karen will call her friend who is a psychologist and ask for advice. ","{'Min_10.0% Prob': 11.024432182312012, 'Min_20.0% Prob': 9.342280673980714, 'Min_30.0% Prob': 7.954856872558594, 'Min_40.0% Prob': 6.686648821830749, 'Min_50.0% Prob': 5.93574059009552}","0.6625574827194214","{'rouge1': Score(precision=0.17391304347826086, recall=0.25, fmeasure=0.20512820512820512), 'rouge2': Score(precision=0.09090909090909091, recall=0.13333333333333333, fmeasure=0.10810810810810811), 'rougeL': Score(precision=0.17391304347826086, recall=0.25, fmeasure=0.20512820512820512)}","105"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:

Anne discovers her boyfriend is actually older than he claimed when she checks his passport","Mark lied to Anne about his age. Mark is 40.","{'Min_10.0% Prob': 13.853950500488281, 'Min_20.0% Prob': 11.165701389312744, 'Min_30.0% Prob': 9.6232328414917, 'Min_40.0% Prob': 6.956706094741821, 'Min_50.0% Prob': 6.129643817742665}","0.4645153284072876","{'rouge1': Score(precision=0.3, recall=0.17647058823529413, fmeasure=0.22222222222222224), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.11764705882352941, fmeasure=0.14814814814814817)}","85"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
The group is planning a surprise birthday party for Wharton, who has mentioned wanting a","Next week is Wharton's birthday. Augustine, Darlene, Heather and Walker want to buy him a paper shredder. Walker will make sure if Wharton really wants it. ","{'Min_10.0% Prob': 13.867537180582682, 'Min_20.0% Prob': 11.780855996268135, 'Min_30.0% Prob': 10.381651782989502, 'Min_40.0% Prob': 8.821699619293213, 'Min_50.0% Prob': 7.666238347689311}","0.5396184921264648","{'rouge1': Score(precision=0.18518518518518517, recall=0.3125, fmeasure=0.2325581395348837), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14814814814814814, recall=0.25, fmeasure=0.18604651162790697)}","116"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
The group is discussing various places for an upcoming trip. Kelly mentions a sculpture garden in","Kelly is scared of sculpture garden figures in Finnland, she finds figure's faces morbid. For Ollie it's Nagoro village in Japan, it's creepy. ","{'Min_10.0% Prob': 14.467875480651855, 'Min_20.0% Prob': 13.228103773934501, 'Min_30.0% Prob': 11.745914077758789, 'Min_40.0% Prob': 9.894743817193168, 'Min_50.0% Prob': 8.985305814182057}","0.4781550168991089","{'rouge1': Score(precision=0.23076923076923078, recall=0.35294117647058826, fmeasure=0.2790697674418605), 'rouge2': Score(precision=0.04, recall=0.0625, fmeasure=0.048780487804878044), 'rougeL': Score(precision=0.15384615384615385, recall=0.23529411764705882, fmeasure=0.186046511627907)}","109"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Here's a summary of the provided text:

- Myah and Selah were discussing","Selah called a person that did not pick up.","{'Min_10.0% Prob': 12.974493026733398, 'Min_20.0% Prob': 10.15176010131836, 'Min_30.0% Prob': 9.050860404968262, 'Min_40.0% Prob': 8.438234686851501, 'Min_50.0% Prob': 8.068936824798584}","0.380546897649765","{'rouge1': Score(precision=0.2222222222222222, recall=0.14285714285714285, fmeasure=0.17391304347826086), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.07142857142857142, fmeasure=0.08695652173913043)}","63"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:
In the summary, Eric and Bella discuss their boss's positive reaction after dismissing","Bella and Eric dismissed a request of a client. Their boss appreciated the decision. He brings in new clients.","{'Min_10.0% Prob': 14.501302719116211, 'Min_20.0% Prob': 11.305155515670776, 'Min_30.0% Prob': 9.534972508748373, 'Min_40.0% Prob': 8.344808101654053, 'Min_50.0% Prob': 7.096397204832598}","0.6649875640869141","{'rouge1': Score(precision=0.42105263157894735, recall=0.5, fmeasure=0.45714285714285713), 'rouge2': Score(precision=0.05555555555555555, recall=0.06666666666666667, fmeasure=0.0606060606060606), 'rougeL': Score(precision=0.15789473684210525, recall=0.1875, fmeasure=0.17142857142857143)}","84"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Here's a summary of the given text:

Ben asks Emma where she is, but","Emma is about to take a nap in the back of the bus to New York. Ben and Emma will be there around 4.30 pm. Ben will wake Emma up 15 minutes prior to their arrival.","{'Min_10.0% Prob': 8.780171751976013, 'Min_20.0% Prob': 7.663201630115509, 'Min_30.0% Prob': 6.466312921964205, 'Min_40.0% Prob': 5.748733660754035, 'Min_50.0% Prob': 4.964722627943212}","0.5114155411720276","{'rouge1': Score(precision=0.16216216216216217, recall=0.375, fmeasure=0.22641509433962265), 'rouge2': Score(precision=0.027777777777777776, recall=0.06666666666666667, fmeasure=0.0392156862745098), 'rougeL': Score(precision=0.13513513513513514, recall=0.3125, fmeasure=0.18867924528301885)}","124"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:

Jesse proposes organizing donations for women and children escaping from abuse through the ""","Jesse, Melvin, Lee and Maxine are going to take part in the Christmas charity action of the foundation called Refuge, which helps women and children who escape from abuse.","{'Min_10.0% Prob': 12.567289670308432, 'Min_20.0% Prob': 9.684674876076835, 'Min_30.0% Prob': 8.616833066940307, 'Min_40.0% Prob': 7.581720556531634, 'Min_50.0% Prob': 7.017041122212129}","0.5741173028945923","{'rouge1': Score(precision=0.27586206896551724, recall=0.5333333333333333, fmeasure=0.36363636363636365), 'rouge2': Score(precision=0.14285714285714285, recall=0.2857142857142857, fmeasure=0.19047619047619047), 'rougeL': Score(precision=0.2413793103448276, recall=0.4666666666666667, fmeasure=0.3181818181818182)}","126"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:
Mary asks Carter for money to buy boxes. Carter agrees and says he'll","Mary ran out of money. Carter is going to lend her some in an hour.","{'Min_10.0% Prob': 12.12114143371582, 'Min_20.0% Prob': 9.841506958007812, 'Min_30.0% Prob': 9.292340636253357, 'Min_40.0% Prob': 7.923851569493611, 'Min_50.0% Prob': 7.042171239852905}","0.5954663157463074","{'rouge1': Score(precision=0.26666666666666666, recall=0.25, fmeasure=0.2580645161290323), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.1875, fmeasure=0.19354838709677422)}","58"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
The conversation is between two people named Charlotte and Paula. They discuss the pronunciation of the","Paula helped Charlotte with correct pronunciation of ""Natal lily"".","{'Min_10.0% Prob': 15.26038932800293, 'Min_20.0% Prob': 14.512345314025879, 'Min_30.0% Prob': 14.107779184977213, 'Min_40.0% Prob': 12.17648754119873, 'Min_50.0% Prob': 11.31190307935079}","0.560330867767334","{'rouge1': Score(precision=0.4444444444444444, recall=0.23529411764705882, fmeasure=0.30769230769230765), 'rouge2': Score(precision=0.125, recall=0.0625, fmeasure=0.08333333333333333), 'rougeL': Score(precision=0.3333333333333333, recall=0.17647058823529413, fmeasure=0.23076923076923078)}","81"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:
May agrees to have cocktails with Jack and suggests having one or two drinks to","Jack and May will drink cocktails later.","{'Min_10.0% Prob': nan, 'Min_20.0% Prob': 11.684830665588379, 'Min_30.0% Prob': 11.282113552093506, 'Min_40.0% Prob': 11.282113552093506, 'Min_50.0% Prob': 11.146583875020346}","0.7671087384223938","{'rouge1': Score(precision=0.7142857142857143, recall=0.29411764705882354, fmeasure=0.4166666666666667), 'rouge2': Score(precision=0.16666666666666666, recall=0.0625, fmeasure=0.09090909090909091), 'rougeL': Score(precision=0.42857142857142855, recall=0.17647058823529413, fmeasure=0.25)}","74"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:
Margaret asks Jack to buy her painkillers because she has a terrible","Margaret is suffering from a terrible headache and wants Jack to buy her some painkillers. ","{'Min_10.0% Prob': 15.121455192565918, 'Min_20.0% Prob': 10.392430146535238, 'Min_30.0% Prob': 7.681499290466308, 'Min_40.0% Prob': 6.287427493504116, 'Min_50.0% Prob': 5.316665305031671}","0.8530731797218323","{'rouge1': Score(precision=0.5333333333333333, recall=0.5714285714285714, fmeasure=0.5517241379310344), 'rouge2': Score(precision=0.2857142857142857, recall=0.3076923076923077, fmeasure=0.29629629629629634), 'rougeL': Score(precision=0.4, recall=0.42857142857142855, fmeasure=0.4137931034482759)}","74"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Here is a summary of the given text:

Andrei asks Serge about picking up film","Serge is on his way to pick up the film equipment for the shooting tonight. Andrei and Serge are late with a large payment to the company. Serge and Andrei will try to use the credit card to pay the company.","{'Min_10.0% Prob': 12.582003355026245, 'Min_20.0% Prob': 10.516549746195475, 'Min_30.0% Prob': 9.28129687676063, 'Min_40.0% Prob': 7.981785668267144, 'Min_50.0% Prob': 7.031583018924879}","0.5708774328231812","{'rouge1': Score(precision=0.1951219512195122, recall=0.5, fmeasure=0.28070175438596495), 'rouge2': Score(precision=0.025, recall=0.06666666666666667, fmeasure=0.03636363636363636), 'rougeL': Score(precision=0.0975609756097561, recall=0.25, fmeasure=0.14035087719298248)}","161"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:
Janice's son wants a hamster as a gift for his birthday.","Martina advises against getting a hamster. ","{'Min_10.0% Prob': nan, 'Min_20.0% Prob': 10.223250389099121, 'Min_30.0% Prob': 9.552841186523438, 'Min_40.0% Prob': 8.515289624532064, 'Min_50.0% Prob': 7.603704929351807}","0.5023548603057861","{'rouge1': Score(precision=0.3333333333333333, recall=0.14285714285714285, fmeasure=0.2), 'rouge2': Score(precision=0.2, recall=0.07692307692307693, fmeasure=0.1111111111111111), 'rougeL': Score(precision=0.3333333333333333, recall=0.14285714285714285, fmeasure=0.2)}","56"
"Qwen/Qwen2.5-1.5B-Instruct","Summarize the following text: ","Samsum","system
Summary:
Daniel asks if others have played ""Inquisition"" from Dead Rising (DA","Mary has played DA Inquisition. Lucas has played DA II. Daniel started playing DA Inquisition.","{'Min_10.0% Prob': 27.72235870361328, 'Min_20.0% Prob': 17.010791142781574, 'Min_30.0% Prob': 13.875117111206055, 'Min_40.0% Prob': 11.864472321101598, 'Min_50.0% Prob': 10.270782894558376}","0.6840352416038513","{'rouge1': Score(precision=0.26666666666666666, recall=0.3076923076923077, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.23076923076923078, fmeasure=0.21428571428571427)}","72"
