"Model","Task_Prefix","Dataset_Name","Model_Responses","Gold_Labels","Min_K_Responses","cos_sim_scores","rouge_sim_scores","levenshtein_distance"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","my dad
Wanda: yay!
Gina: I'll let","Wanda wants to throw a party. She asks Gina to borrow her father's car and go do groceries together. They set the date for Friday. ","{'Min_10.0% Prob': 10.34375, 'Min_20.0% Prob': 8.8203125, 'Min_30.0% Prob': 7.845703125, 'Min_40.0% Prob': 6.896205357142857, 'Min_50.0% Prob': 6.307904411764706}","0.6651177406311035","{'rouge1': Score(precision=0.07692307692307693, recall=0.25, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07692307692307693, recall=0.25, fmeasure=0.11764705882352941)}","116"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","

1. Martin won two cinema tickets through a competition organized by a movie magazine on","Martin wrote a short review and won 2 cinema tickets on FB. Martin wants Aggie to go with him this week for the new film with Redford.","{'Min_10.0% Prob': 10.830729166666666, 'Min_20.0% Prob': 10.032552083333334, 'Min_30.0% Prob': 9.396875, 'Min_40.0% Prob': 8.725961538461538, 'Min_50.0% Prob': 7.666015625}","0.5661264061927795","{'rouge1': Score(precision=0.2222222222222222, recall=0.4, fmeasure=0.2857142857142857), 'rouge2': Score(precision=0.038461538461538464, recall=0.07142857142857142, fmeasure=0.05), 'rougeL': Score(precision=0.18518518518518517, recall=0.3333333333333333, fmeasure=0.23809523809523808)}","94"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Curtis: I've never heard of him. What's the play about","Charlee is attending Portuguese theater as a subject at university. He and other students are preparing a play by Mrożek translated into Portuguese.","{'Min_10.0% Prob': 12.544270833333334, 'Min_20.0% Prob': 11.2734375, 'Min_30.0% Prob': 9.773003472222221, 'Min_40.0% Prob': 8.624674479166666, 'Min_50.0% Prob': 7.423828125}","0.2003417164087295","{'rouge1': Score(precision=0.041666666666666664, recall=0.08333333333333333, fmeasure=0.05555555555555555), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.041666666666666664, recall=0.08333333333333333, fmeasure=0.05555555555555555)}","119"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","

The text is about:

A) A conversation about transportation
B) A","Ella rented a car, this makes things much faster for her and Tom. ","{'Min_10.0% Prob': 9.6640625, 'Min_20.0% Prob': 9.268229166666666, 'Min_30.0% Prob': 8.609375, 'Min_40.0% Prob': 7.911272321428571, 'Min_50.0% Prob': 7.240017361111111}","0.2571740448474884","{'rouge1': Score(precision=0.07692307692307693, recall=0.09090909090909091, fmeasure=0.08333333333333334), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07692307692307693, recall=0.09090909090909091, fmeasure=0.08333333333333334)}","55"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Luke: you should come to my place for a drink sometime
Paul:","Paul is going to share his Netflix account with Luke. In exchange Luke is going to contribute to the subscription. Paul will send Luke his bank details. Paul is on vacation with his girlfriend till tomorrow.","{'Min_10.0% Prob': 9.65625, 'Min_20.0% Prob': 8.342447916666666, 'Min_30.0% Prob': 7.500600961538462, 'Min_40.0% Prob': 6.689453125, 'Min_50.0% Prob': 6.076970880681818}","0.5965439081192017","{'rouge1': Score(precision=0.08333333333333333, recall=0.25, fmeasure=0.125), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.25, fmeasure=0.125)}","173"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","I'll figure something out. I'll call you later. Bye.","Greg and Betsy have a lot of work today, so they cannot pick up Johnny from the kindergarten. However, it's Greg's turn to do it. Greg will try to find a solution.","{'Min_10.0% Prob': 10.234375, 'Min_20.0% Prob': 8.293402777777779, 'Min_30.0% Prob': 7.320012019230769, 'Min_40.0% Prob': 6.426540798611111, 'Min_50.0% Prob': 5.719105113636363}","0.1436064839363098","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}","136"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Marshall: <file_gif>
Ethan: <file_gif","Ethan, Toby and Marshall are making fun of Scott.","{'Min_10.0% Prob': 11.8046875, 'Min_20.0% Prob': 11.4375, 'Min_30.0% Prob': 10.408854166666666, 'Min_40.0% Prob': 8.5140625, 'Min_50.0% Prob': 7.918619791666667}","0.4113394320011139","{'rouge1': Score(precision=0.2222222222222222, recall=0.3333333333333333, fmeasure=0.26666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.16666666666666666, fmeasure=0.13333333333333333)}","41"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
John: What's so typical of me?
Igor: You always know what","Igor has a lot of work on his notice period and he feels demotivated. John thinks he should do what he has to do nevertheless. ","{'Min_10.0% Prob': 14.859375, 'Min_20.0% Prob': 12.048177083333334, 'Min_30.0% Prob': 9.83029513888889, 'Min_40.0% Prob': 8.137620192307692, 'Min_50.0% Prob': 7.2694091796875}","0.5844501852989197","{'rouge1': Score(precision=0.16, recall=0.3333333333333333, fmeasure=0.21621621621621623), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08, recall=0.16666666666666666, fmeasure=0.10810810810810811)}","101"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","","Clara is rewatching Dear White People and strongly recommends it to Neela.","{'Min_10.0% Prob': 13.9921875, 'Min_20.0% Prob': 13.0078125, 'Min_30.0% Prob': 11.175, 'Min_40.0% Prob': 10.025669642857142, 'Min_50.0% Prob': 8.662109375}","0.0969450548291206","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}","71"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Ernest: yeah, lucky

Summarize the following text: ","Mike took his car into garage today. Ernest is relieved as someone had just crashed into a red Honda which looks like Mike's. ","{'Min_10.0% Prob': 11.325520833333334, 'Min_20.0% Prob': 9.91015625, 'Min_30.0% Prob': 8.845052083333334, 'Min_40.0% Prob': 7.996419270833333, 'Min_50.0% Prob': 7.1748046875}","0.3490523397922516","{'rouge1': Score(precision=0.041666666666666664, recall=0.14285714285714285, fmeasure=0.06451612903225806), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.041666666666666664, recall=0.14285714285714285, fmeasure=0.06451612903225806)}","103"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","

The text is a conversation between two women, Beth and Deirdre, about","Beth wants to organize a girls weekend to celebrate her mother's 40th birthday. She also wants to work at Deidre's beauty salon. Deidre offers her a few hours on Saturdays as work experience. They set up for a meeting tomorrow.","{'Min_10.0% Prob': 9.548828125, 'Min_20.0% Prob': 8.301432291666666, 'Min_30.0% Prob': 7.449435763888889, 'Min_40.0% Prob': 6.4625, 'Min_50.0% Prob': 5.563886088709677}","0.5510929226875305","{'rouge1': Score(precision=0.047619047619047616, recall=0.16666666666666666, fmeasure=0.07407407407407407), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.023809523809523808, recall=0.08333333333333333, fmeasure=0.037037037037037035)}","185"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Gloria: Yes it's very good
Gloria: And try to read","Gloria has an exam soon. It lasts 4 hours. Emma sent her a link to a website with some texts from previous years so that she can prepare for the exam better.","{'Min_10.0% Prob': 10.388020833333334, 'Min_20.0% Prob': 9.308035714285714, 'Min_30.0% Prob': 7.819247159090909, 'Min_40.0% Prob': 6.759114583333333, 'Min_50.0% Prob': 5.883429276315789}","0.5002565383911133","{'rouge1': Score(precision=0.09375, recall=0.2727272727272727, fmeasure=0.13953488372093023), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09375, recall=0.2727272727272727, fmeasure=0.13953488372093023)}","128"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","I really appreciate it
Karen: No problem, Adam. I'll call her right","Adam and Karen are worried that May suffers from depression. Karen will call her friend who is a psychologist and ask for advice. ","{'Min_10.0% Prob': 11.799479166666666, 'Min_20.0% Prob': 9.520833333333334, 'Min_30.0% Prob': 7.774088541666667, 'Min_40.0% Prob': 6.497884114583333, 'Min_50.0% Prob': 5.31939697265625}","0.5496447086334229","{'rouge1': Score(precision=0.17391304347826086, recall=0.3076923076923077, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.045454545454545456, recall=0.08333333333333333, fmeasure=0.05882352941176471), 'rougeL': Score(precision=0.13043478260869565, recall=0.23076923076923078, fmeasure=0.16666666666666669)}","98"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum",", about something so basic!
Jane: I'm sorry, but I think you'","Mark lied to Anne about his age. Mark is 40.","{'Min_10.0% Prob': 14.8984375, 'Min_20.0% Prob': 11.111979166666666, 'Min_30.0% Prob': 9.8544921875, 'Min_40.0% Prob': 7.866861979166667, 'Min_50.0% Prob': 7.047433035714286}","0.1540589332580566","{'rouge1': Score(precision=0.1, recall=0.08333333333333333, fmeasure=0.0909090909090909), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.08333333333333333, fmeasure=0.0909090909090909)}","49"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Heather: yay!
Walker: will do
Augustine","Next week is Wharton's birthday. Augustine, Darlene, Heather and Walker want to buy him a paper shredder. Walker will make sure if Wharton really wants it. ","{'Min_10.0% Prob': 10.384765625, 'Min_20.0% Prob': 8.809027777777779, 'Min_30.0% Prob': 7.8858173076923075, 'Min_40.0% Prob': 6.7392578125, 'Min_50.0% Prob': 6.034801136363637}","0.3587065041065216","{'rouge1': Score(precision=0.14814814814814814, recall=0.6666666666666666, fmeasure=0.24242424242424243), 'rouge2': Score(precision=0.038461538461538464, recall=0.2, fmeasure=0.06451612903225806), 'rougeL': Score(precision=0.1111111111111111, recall=0.5, fmeasure=0.1818181818181818)}","131"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","

Translation:
Ollie: Okay, Kelly, you're up","Kelly is scared of sculpture garden figures in Finnland, she finds figure's faces morbid. For Ollie it's Nagoro village in Japan, it's creepy. ","{'Min_10.0% Prob': 12.32421875, 'Min_20.0% Prob': 11.1328125, 'Min_30.0% Prob': 9.890625, 'Min_40.0% Prob': 8.505744485294118, 'Min_50.0% Prob': 7.584356398809524}","0.4986543655395508","{'rouge1': Score(precision=0.07692307692307693, recall=0.2857142857142857, fmeasure=0.12121212121212123), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.038461538461538464, recall=0.14285714285714285, fmeasure=0.060606060606060615)}","122"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","limits
Myah: <file_photo>
Selah: I'm sorry","Selah called a person that did not pick up.","{'Min_10.0% Prob': 13.1953125, 'Min_20.0% Prob': 11.70703125, 'Min_30.0% Prob': 11.122395833333334, 'Min_40.0% Prob': 10.3271484375, 'Min_50.0% Prob': 9.2953125}","0.3221601545810699","{'rouge1': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941)}","42"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","

1. Boss appreciated the team's decision to dismiss a client's","Bella and Eric dismissed a request of a client. Their boss appreciated the decision. He brings in new clients.","{'Min_10.0% Prob': 11.546875, 'Min_20.0% Prob': 10.284375, 'Min_30.0% Prob': 9.434151785714286, 'Min_40.0% Prob': 8.323828125, 'Min_50.0% Prob': 7.716796875}","0.6356034278869629","{'rouge1': Score(precision=0.3684210526315789, recall=0.5833333333333334, fmeasure=0.4516129032258065), 'rouge2': Score(precision=0.2222222222222222, recall=0.36363636363636365, fmeasure=0.27586206896551724), 'rougeL': Score(precision=0.2631578947368421, recall=0.4166666666666667, fmeasure=0.3225806451612903)}","75"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","

1. Emma is on a bus and is going to take a nap.
2","Emma is about to take a nap in the back of the bus to New York. Ben and Emma will be there around 4.30 pm. Ben will wake Emma up 15 minutes prior to their arrival.","{'Min_10.0% Prob': 8.900390625, 'Min_20.0% Prob': 7.244357638888889, 'Min_30.0% Prob': 6.400841346153846, 'Min_40.0% Prob': 5.685221354166667, 'Min_50.0% Prob': 5.016898777173913}","0.6946305632591248","{'rouge1': Score(precision=0.21621621621621623, recall=0.5714285714285714, fmeasure=0.3137254901960784), 'rouge2': Score(precision=0.1111111111111111, recall=0.3076923076923077, fmeasure=0.163265306122449), 'rougeL': Score(precision=0.16216216216216217, recall=0.42857142857142855, fmeasure=0.23529411764705885)}","133"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
end{code}

The text is about a group of friends discussing a plan","Jesse, Melvin, Lee and Maxine are going to take part in the Christmas charity action of the foundation called Refuge, which helps women and children who escape from abuse.","{'Min_10.0% Prob': 9.0234375, 'Min_20.0% Prob': 7.862723214285714, 'Min_30.0% Prob': 7.237926136363637, 'Min_40.0% Prob': 6.657552083333333, 'Min_50.0% Prob': 6.038034539473684}","0.0664383322000503","{'rouge1': Score(precision=0.06896551724137931, recall=0.15384615384615385, fmeasure=0.09523809523809525), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06896551724137931, recall=0.15384615384615385, fmeasure=0.09523809523809525)}","139"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Carter: no problem, see you soon
Mary: bye
","Mary ran out of money. Carter is going to lend her some in an hour.","{'Min_10.0% Prob': 14.3046875, 'Min_20.0% Prob': 11.4453125, 'Min_30.0% Prob': 10.4203125, 'Min_40.0% Prob': 9.423549107142858, 'Min_50.0% Prob': 8.024739583333334}","0.556209921836853","{'rouge1': Score(precision=0.13333333333333333, recall=0.25, fmeasure=0.1739130434782609), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.125, fmeasure=0.08695652173913045)}","54"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Paula: <file_other>","Paula helped Charlotte with correct pronunciation of ""Natal lily"".","{'Min_10.0% Prob': 13.9609375, 'Min_20.0% Prob': 12.234375, 'Min_30.0% Prob': 11.576171875, 'Min_40.0% Prob': 10.371744791666666, 'Min_50.0% Prob': 9.0146484375}","0.2291751652956009","{'rouge1': Score(precision=0.1111111111111111, recall=0.3333333333333333, fmeasure=0.16666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.3333333333333333, fmeasure=0.16666666666666666)}","56"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
May: I'm with you on that one!
Jack: Let's","Jack and May will drink cocktails later.","{'Min_10.0% Prob': 11.21875, 'Min_20.0% Prob': 11.06640625, 'Min_30.0% Prob': 10.25, 'Min_40.0% Prob': 9.46875, 'Min_50.0% Prob': 8.8359375}","0.5448993444442749","{'rouge1': Score(precision=0.2857142857142857, recall=0.18181818181818182, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.09090909090909091, fmeasure=0.1111111111111111)}","37"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Margaret: I can't rest, I have a lot of work to do","Margaret is suffering from a terrible headache and wants Jack to buy her some painkillers. ","{'Min_10.0% Prob': 11.80078125, 'Min_20.0% Prob': 9.6025390625, 'Min_30.0% Prob': 8.303385416666666, 'Min_40.0% Prob': 7.14990234375, 'Min_50.0% Prob': 6.101171875}","0.4375312924385071","{'rouge1': Score(precision=0.2, recall=0.23076923076923078, fmeasure=0.21428571428571427), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.23076923076923078, fmeasure=0.21428571428571427)}","67"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum",", talk to you soon

Summarize the conversation between Andrei and Serge in a","Serge is on his way to pick up the film equipment for the shooting tonight. Andrei and Serge are late with a large payment to the company. Serge and Andrei will try to use the credit card to pay the company.","{'Min_10.0% Prob': 10.080078125, 'Min_20.0% Prob': 8.03298611111111, 'Min_30.0% Prob': 7.033482142857143, 'Min_40.0% Prob': 6.505642361111111, 'Min_50.0% Prob': 5.872792119565218}","0.5641660690307617","{'rouge1': Score(precision=0.14634146341463414, recall=0.46153846153846156, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.05, recall=0.16666666666666666, fmeasure=0.07692307692307691), 'rougeL': Score(precision=0.14634146341463414, recall=0.46153846153846156, fmeasure=0.2222222222222222)}","163"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","

Summary: Janice is considering getting her son a hamster for his birthday,","Martina advises against getting a hamster. ","{'Min_10.0% Prob': 12.46875, 'Min_20.0% Prob': 12.35546875, 'Min_30.0% Prob': 10.670572916666666, 'Min_40.0% Prob': 9.458984375, 'Min_50.0% Prob': 8.515625}","0.6048882007598877","{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.2, recall=0.09090909090909091, fmeasure=0.12500000000000003), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}","51"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum",", by far!
Mary: the story is so much better, and the characters are more","Mary has played DA Inquisition. Lucas has played DA II. Daniel started playing DA Inquisition.","{'Min_10.0% Prob': 13.46875, 'Min_20.0% Prob': 11.875, 'Min_30.0% Prob': 10.872395833333334, 'Min_40.0% Prob': 10.001953125, 'Min_50.0% Prob': 9.310546875}","0.4471256136894226","{'rouge1': Score(precision=0.06666666666666667, recall=0.07142857142857142, fmeasure=0.0689655172413793), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.07142857142857142, fmeasure=0.0689655172413793)}","72"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Janice: You’re not looking for a relationship, are you?
Jud","Judy thinks she's always attracted to bad guys.","{'Min_10.0% Prob': 11.5078125, 'Min_20.0% Prob': 11.3515625, 'Min_30.0% Prob': 10.541666666666666, 'Min_40.0% Prob': 8.59375, 'Min_50.0% Prob': 7.702799479166667}","0.3857708275318146","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}","51"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
James: i don't think i've ever seen her look this good
","Riley and James watch Chloe on tv undergoing a metamorphosis.","{'Min_10.0% Prob': 10.5390625, 'Min_20.0% Prob': 10.3828125, 'Min_30.0% Prob': 9.73125, 'Min_40.0% Prob': 9.123883928571429, 'Min_50.0% Prob': 8.32986111111111}","0.386852890253067","{'rouge1': Score(precision=0.1, recall=0.07692307692307693, fmeasure=0.08695652173913043), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.07692307692307693, fmeasure=0.08695652173913043)}","52"
"lmsys/vicuna-13b-v1.3","Summarize the following text: ","Samsum","
Tina: Bye bye
Ala: Bye bye
","Tina will catch the evening flight back home. Ala is on her way to the meeting. She will let Tina know how it went.","{'Min_10.0% Prob': 9.2421875, 'Min_20.0% Prob': 8.284505208333334, 'Min_30.0% Prob': 7.401475694444445, 'Min_40.0% Prob': 6.493326822916667, 'Min_50.0% Prob': 5.700651041666666}","0.6556909680366516","{'rouge1': Score(precision=0.08333333333333333, recall=0.3333333333333333, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.3333333333333333, fmeasure=0.13333333333333333)}","100"
