Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, BOB WILDE . The former English actor and now TV host has been at the forefront of,"Chris Smalling has impressed for Manchester United in recent weeks .
Steven Gerrard was poor at Wembley, but Liverpool will miss him next term .
Bayern's Thomas Muller led celebrations against Porto with megaphone .
But don't try it over here; stewards in their yellow jackets would not like it .","{'Min_10.0% Prob': 15.091145833333334, 'Min_20.0% Prob': 13.2421875, 'Min_30.0% Prob': 11.42639802631579, 'Min_40.0% Prob': 10.2184375, 'Min_50.0% Prob': 9.130859375}",0.16672727465629578,"{'rouge1': Score(precision=0.04081632653061224, recall=0.125, fmeasure=0.061538461538461535), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.04081632653061224, recall=0.125, fmeasure=0.061538461538461535)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," Social worker, WPLG, 2021.

<think>
Okay, so I need","Kathy Bush was arrested on April 15, 1996 on suspicion of purposefully making her 9-year-old daughter Jennifer ill for attention .
The mother of three was sentenced to five years in jail and her daughter placed in foster care for the rest of her adolescence .
On Wednesday, the 19-year anniversary of Bush's arrest,  her daughter spoke out to say they are now closer than ever .
Jennifer Bush said in a statement that she believes her mother never abused her .","{'Min_10.0% Prob': 14.22421875, 'Min_20.0% Prob': 11.344122023809524, 'Min_30.0% Prob': 9.698966733870968, 'Min_40.0% Prob': 8.420293898809524, 'Min_50.0% Prob': 7.4448993389423075}",0.11658677458763123,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," The researchers are now working on a second phase of trials, which will involve more patients, including women","Scientists believe future vaccine could trigger body's immune system .
Could flush out dormant HIV hiding in the body allowing the immune system to identify and target virus cells .
Theory based on one case study, 59-year-old man with HIV whose virus load - amount of HIV in his blood - drop dramatically after treatment .","{'Min_10.0% Prob': 13.61328125, 'Min_20.0% Prob': 11.995442708333334, 'Min_30.0% Prob': 10.569878472222221, 'Min_40.0% Prob': 9.439127604166666, 'Min_50.0% Prob': 8.317162298387096}",0.25748029351234436,"{'rouge1': Score(precision=0.05555555555555555, recall=0.16666666666666666, fmeasure=0.08333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.05555555555555555, recall=0.16666666666666666, fmeasure=0.08333333333333333)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, Steve Bruce also said that the club's identity is not just about the name and that they are looking,"Hull's Steve Bruce has revealed the club have reapplied for name change .
The FA blocked previous attempt for club to become Hull Tigers .
Previous attempt to change name by owner Assem Allam angered fans .","{'Min_10.0% Prob': 16.806640625, 'Min_20.0% Prob': 15.0234375, 'Min_30.0% Prob': 13.585286458333334, 'Min_40.0% Prob': 12.37109375, 'Min_50.0% Prob': 11.060453869047619}",0.6471889019012451,"{'rouge1': Score(precision=0.2, recall=0.35, fmeasure=0.2545454545454545), 'rouge2': Score(precision=0.058823529411764705, recall=0.10526315789473684, fmeasure=0.07547169811320754), 'rougeL': Score(precision=0.17142857142857143, recall=0.3, fmeasure=0.21818181818181817)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, The paper's headline is 'Barcelona in semi-finals' and the story is about the club's,"Bayern Munich thrashed Porto 6-1 in the Champions League on Tuesday .
Bayern trailed 3-1 after their first leg defeat in Portugal .
Manager Pep Guardiola appeared with a tear in his trousers on the sideline .","{'Min_10.0% Prob': 15.8046875, 'Min_20.0% Prob': 12.863715277777779, 'Min_30.0% Prob': 11.091796875, 'Min_40.0% Prob': 9.954644097222221, 'Min_50.0% Prob': 8.704568614130435}",0.30172768235206604,"{'rouge1': Score(precision=0.08333333333333333, recall=0.17647058823529413, fmeasure=0.11320754716981131), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.17647058823529413, fmeasure=0.11320754716981131)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," The company has faced criticism for its slow expansion in China, with some critics saying the country’s fast","Exhausted shoppers regularly fall asleep in IKEA stores across China .
Cheeky nappers kick off their shoes and get under the covers of displays .
Managers forced to ban visitors from taking off their shoes to go to sleep .","{'Min_10.0% Prob': 12.94140625, 'Min_20.0% Prob': 11.870659722222221, 'Min_30.0% Prob': 11.041294642857142, 'Min_40.0% Prob': 10.55685763888889, 'Min_50.0% Prob': 9.903702445652174}",0.1873328536748886,"{'rouge1': Score(precision=0.08108108108108109, recall=0.15789473684210525, fmeasure=0.10714285714285714), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08108108108108109, recall=0.15789473684210525, fmeasure=0.10714285714285714)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," The producer was also told that the migrants were mostly women and children, with some men. The smugg","CNN investigation uncovers the business inside a human smuggling ring .
10% discount offered for every referral of another paying migrant, desperate to reach Europe .","{'Min_10.0% Prob': 17.369791666666668, 'Min_20.0% Prob': 16.177083333333332, 'Min_30.0% Prob': 14.51388888888889, 'Min_40.0% Prob': 13.086588541666666, 'Min_50.0% Prob': 11.91875}",0.3174883723258972,"{'rouge1': Score(precision=0.08333333333333333, recall=0.1111111111111111, fmeasure=0.09523809523809525), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.1111111111111111, fmeasure=0.09523809523809525)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, . The Gillens are now planning to donate some of their son's organs. The family is deeply,"Izaak Gillen of Oregon was taken to Randall Children's Hospital on April 6 with the injury and was pronounced dead the following day .
Detectives said he was at the babysitter's house when he had skull fracture .
Medical examiner determined child's manner of death was a homicide .
Parents Justin and Stacy Gillen said they are deeply saddened by the loss .
No arrests have been made and investigators are still looking into incident .","{'Min_10.0% Prob': 15.5517578125, 'Min_20.0% Prob': 13.269301470588236, 'Min_30.0% Prob': 11.105318509615385, 'Min_40.0% Prob': 9.653607536764707, 'Min_50.0% Prob': 8.436864098837209}",0.44739535450935364,"{'rouge1': Score(precision=0.10810810810810811, recall=0.47058823529411764, fmeasure=0.17582417582417584), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06756756756756757, recall=0.29411764705882354, fmeasure=0.10989010989010987)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," The Iditarod sled dog Sarabi has been safely returned to her owner, and the musher","Runaway Alaskan Husky, Sarabi, escaped on March 21 in Anchorage .
She was dropped by  musher Laura Allaway's team during Iditarod race .
Three-year-old dog was caught in cage trap on Monday night in Palmer, Alaska, and will be reunited with Allaway on April 28 .
Dog was found 42 miles from where she ran away .","{'Min_10.0% Prob': 14.5029296875, 'Min_20.0% Prob': 12.1982421875, 'Min_30.0% Prob': 10.59228515625, 'Min_40.0% Prob': 9.40185546875, 'Min_50.0% Prob': 8.334716796875}",0.5741460919380188,"{'rouge1': Score(precision=0.08928571428571429, recall=0.3333333333333333, fmeasure=0.14084507042253522), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.05357142857142857, recall=0.2, fmeasure=0.08450704225352113)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," The Tour of Flanders is a key race for Team Sky, and with the team's focus on","Team Sky have never won one of cycling's five Monument races .
The Tour of Flanders takes place next weekend with Ian Stannard and Geraint Thomas contenders fro Team Sky .
Sean Kelly has backed them to finally break their duck .","{'Min_10.0% Prob': 15.095703125, 'Min_20.0% Prob': 13.785590277777779, 'Min_30.0% Prob': 12.762834821428571, 'Min_40.0% Prob': 12.042534722222221, 'Min_50.0% Prob': 11.151154891304348}",0.7074164748191833,"{'rouge1': Score(precision=0.275, recall=0.6111111111111112, fmeasure=0.3793103448275862), 'rouge2': Score(precision=0.10256410256410256, recall=0.23529411764705882, fmeasure=0.14285714285714282), 'rougeL': Score(precision=0.15, recall=0.3333333333333333, fmeasure=0.20689655172413793)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, Buchanon said he's now a father of two and has a 17-year-old daughter.,"Phillip Buchanon was a first-round draft pick for the Oakland Raiders in 2002 when his mother made what he called the 'desperate demand'
Buchanon, who is now retired, instead bought her a brand new house .
But she refused to sell her old house and rented it to her sister .
So he ended up paying maintenance for both houses for seven years without getting any of the rent money .
When Buchanon finally had enough his mother asked for $15,000 instead of a smaller house whose upkeep she could afford .","{'Min_10.0% Prob': 12.651278409090908, 'Min_20.0% Prob': 10.82421875, 'Min_30.0% Prob': 9.229403409090908, 'Min_40.0% Prob': 7.951822916666667, 'Min_50.0% Prob': 7.032993861607143}",0.533921480178833,"{'rouge1': Score(precision=0.1, recall=0.5625, fmeasure=0.169811320754717), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.375, fmeasure=0.11320754716981134)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," The UK government has been actively involved in the fight against ISIS, with the aim of countering the","Hamayun Tariq, 37, shared four images of the factory on his Twitter page .
Father of two said he produces 'sophisticated IEDs' for ISIS in the room .
The divorced jihadi was born and raised in Dudley in the West Midlands .
Joined ISIS last year after serving a prison sentence in the UK for fraud .","{'Min_10.0% Prob': 14.199776785714286, 'Min_20.0% Prob': 12.7890625, 'Min_30.0% Prob': 10.793146306818182, 'Min_40.0% Prob': 9.437634698275861, 'Min_50.0% Prob': 8.316300675675675}",0.35971084237098694,"{'rouge1': Score(precision=0.1509433962264151, recall=0.4444444444444444, fmeasure=0.22535211267605632), 'rouge2': Score(precision=0.038461538461538464, recall=0.11764705882352941, fmeasure=0.05797101449275363), 'rougeL': Score(precision=0.09433962264150944, recall=0.2777777777777778, fmeasure=0.14084507042253522)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," The driver of the 1973 E-Type Jaguar, who is believed to be in his","Three adults taken to hospital after head on collision at Frenchs Forest .
The crash was between a Toyota Klugger and E-Type Jaguar .
Nobody was injured in the crash and it is being investigated .
It comes after police warned motorists to obey road rules over Easter .","{'Min_10.0% Prob': 12.559375, 'Min_20.0% Prob': 11.83671875, 'Min_30.0% Prob': 10.82421875, 'Min_40.0% Prob': 9.465587797619047, 'Min_50.0% Prob': 8.68524639423077}",0.19618023931980133,"{'rouge1': Score(precision=0.1956521739130435, recall=0.6, fmeasure=0.29508196721311475), 'rouge2': Score(precision=0.044444444444444446, recall=0.14285714285714285, fmeasure=0.06779661016949153), 'rougeL': Score(precision=0.13043478260869565, recall=0.4, fmeasure=0.19672131147540983)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," The scene was shot using a real train and a real bus, with the train costing $22","The train and bus were used for the escape scene in 1993 film The Fugitive .
Starring Harrison Ford, the movie earned $370million at the box office .
The remains of the vehicles still lie at the site of filming in North Carolina .
It has since become a tourist attraction for fans of the blockbuster movie .","{'Min_10.0% Prob': 12.741071428571429, 'Min_20.0% Prob': 10.849330357142858, 'Min_30.0% Prob': 9.500372023809524, 'Min_40.0% Prob': 8.261997767857142, 'Min_50.0% Prob': 7.350446428571429}",0.5912911891937256,"{'rouge1': Score(precision=0.14814814814814814, recall=0.47058823529411764, fmeasure=0.22535211267605632), 'rouge2': Score(precision=0.03773584905660377, recall=0.125, fmeasure=0.057971014492753624), 'rougeL': Score(precision=0.09259259259259259, recall=0.29411764705882354, fmeasure=0.1408450704225352)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, The European Union's foreign policy chief Federica Mogherini has called the preliminary agreement 'a step,"Senator Bob Corker has countered Barack Obama's previous assertion .
He claims congressional oversight 'doesn't mean there won't be a deal'
Adds Congressional scrutiny is vital to make sure deal is not bad one .
Congress must 'tease out and ask important questions' about the pact .
Any nuclear agreement with Iran must also be approved, Corker says .
The deal, announced Thursday, is scheduled to be finalized by June 30 .
Senate Foreign Relations Committee is due to meet April 14 to consider Corker's legislation to ensure Congress debates and signs off any pact .","{'Min_10.0% Prob': 14.493607954545455, 'Min_20.0% Prob': 11.904891304347826, 'Min_30.0% Prob': 10.501838235294118, 'Min_40.0% Prob': 9.316321331521738, 'Min_50.0% Prob': 8.43188048245614}",0.4216413199901581,"{'rouge1': Score(precision=0.07446808510638298, recall=0.4375, fmeasure=0.12727272727272723), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.031914893617021274, recall=0.1875, fmeasure=0.05454545454545455)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail," Eric Gill, 99, a veteran of the Burma campaign, was pictured during the liberation of","Group are the first living veterans of 2,800 to receive the Legion of Honour .
Now in their nineties, two were just teens when they helped liberate France .
Medal was in recognition of their 'heroic accomplishments' and 'bravery'","{'Min_10.0% Prob': 14.2921875, 'Min_20.0% Prob': 12.501420454545455, 'Min_30.0% Prob': 11.170496323529411, 'Min_40.0% Prob': 10.195822010869565, 'Min_50.0% Prob': 9.327586206896552}",0.24494603276252747,"{'rouge1': Score(precision=0.18421052631578946, recall=0.4666666666666667, fmeasure=0.26415094339622636), 'rouge2': Score(precision=0.02702702702702703, recall=0.07142857142857142, fmeasure=0.0392156862745098), 'rougeL': Score(precision=0.13157894736842105, recall=0.3333333333333333, fmeasure=0.18867924528301885)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, She said: 'The minute that allegation was made by these kids I would have done something about it,"The teacher was teaching the fifth grade at Hawthorne Elementary in Albuquerque, New Mexico .
Some students were so distressed by what they heard they immediately went to the school office to report the teacher .
The teacher is on paid leave while the public school district and police investigate .","{'Min_10.0% Prob': 14.2234375, 'Min_20.0% Prob': 11.71640625, 'Min_30.0% Prob': 10.312760416666666, 'Min_40.0% Prob': 8.974144345238095, 'Min_50.0% Prob': 8.079702524038462}",0.3488228917121887,"{'rouge1': Score(precision=0.0625, recall=0.16666666666666666, fmeasure=0.09090909090909091), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0625, recall=0.16666666666666666, fmeasure=0.09090909090909091)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, He had a 3.9 GPA and was on the honor roll. He was a member of,"Justus Howell was shot dead on Saturday afternoon in Zion, Illinois .
Police now claim he was fleeing after trying to steal a handgun .
Tramond Peet, 18, said he met Howell in Zion in order to sell him the firearm .
But claims Howell tried to take it, and pointed weapon at him during scuffle .","{'Min_10.0% Prob': 15.571614583333334, 'Min_20.0% Prob': 13.188100961538462, 'Min_30.0% Prob': 11.538671875, 'Min_40.0% Prob': 10.11545138888889, 'Min_50.0% Prob': 9.115464154411764}",0.1360793560743332,"{'rouge1': Score(precision=0.1509433962264151, recall=0.47058823529411764, fmeasure=0.2285714285714286), 'rouge2': Score(precision=0.019230769230769232, recall=0.0625, fmeasure=0.029411764705882353), 'rougeL': Score(precision=0.09433962264150944, recall=0.29411764705882354, fmeasure=0.14285714285714288)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, He has also been a big part of the England squad with 57 caps to-date. The,"James Haskell dresses in Iron Man costume and posts it on Instagram .
The Avengers: Age of Ultron move hit the screens in England this week .
Haskell returned to London Wasps for the 2012 season and is captain .","{'Min_10.0% Prob': 15.234375, 'Min_20.0% Prob': 13.4140625, 'Min_30.0% Prob': 12.219866071428571, 'Min_40.0% Prob': 10.838199013157896, 'Min_50.0% Prob': 9.572428385416666}",0.23670156300067902,"{'rouge1': Score(precision=0.13513513513513514, recall=0.29411764705882354, fmeasure=0.18518518518518517), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.13513513513513514, recall=0.29411764705882354, fmeasure=0.18518518518518517)}"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Summarize the following text: ,CNN-DailyMail, The school district is considering whether to expel her or take other disciplinary actions. The district is also,"Nicole McDonough, of Mount Olive, New Jersey, was indicted on three counts of official misconduct in March .
The 32-year-old married mother of two and English teacher at West Morris Mendham High School was arrested December 30 .
Allegedly had improper relations with two 18-year-old male students and a 'physical sexual relationship' with a third .
McDonough pleaded not guilty at her first court appearance in January .
She is now applying for Pre-Trail Intervention program in hopes of having her criminal record expunged .","{'Min_10.0% Prob': 13.279119318181818, 'Min_20.0% Prob': 11.124660326086957, 'Min_30.0% Prob': 9.7421875, 'Min_40.0% Prob': 8.488530585106384, 'Min_50.0% Prob': 7.3555349576271185}",0.3683810532093048,"{'rouge1': Score(precision=0.047058823529411764, recall=0.2222222222222222, fmeasure=0.07766990291262135), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.047058823529411764, recall=0.2222222222222222, fmeasure=0.07766990291262135)}"
