Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores,levenshtein_distance,GradientBoosting_prediction,GradientBoosting_probability,GradientBoosting_status,LogisticRegression_prediction,LogisticRegression_probability,LogisticRegression_status,RandomForest_prediction,RandomForest_probability,RandomForest_status
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
The new legislation also allows Japan's military to use force to protect its own territory, and to",China has said Japan is endangering peace in the region after it passed controversial laws expanding the role of its military abroad.,"{'Min_10.0% Prob': 7.772873878479004, 'Min_20.0% Prob': 6.984378099441528, 'Min_30.0% Prob': 6.171010834830148, 'Min_40.0% Prob': 5.760328822665745, 'Min_50.0% Prob': 5.10118172566096}",0.5435948371887207,"{'rouge1': Score(precision=0.18181818181818182, recall=0.2222222222222222, fmeasure=0.19999999999999998), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09090909090909091, recall=0.1111111111111111, fmeasure=0.09999999999999999)}",101,1.0,0.9103149384987856,Contaminated,1.0,0.6683518136504637,Contaminated,1.0,0.9577488930593386,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
The Department of Health and Social Care said it was ""committed to ensuring that the 111 service",A major provider of the NHS non-emergency telephone service in England is seeking to pull out of its contracts due to financial problems.,"{'Min_10.0% Prob': 9.245566368103027, 'Min_20.0% Prob': 7.740818786621094, 'Min_30.0% Prob': 6.667822062969208, 'Min_40.0% Prob': 6.156841111183167, 'Min_50.0% Prob': 5.44904901431157}",0.1988212764263153,"{'rouge1': Score(precision=0.16666666666666666, recall=0.23529411764705882, fmeasure=0.19512195121951217), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.17647058823529413, fmeasure=0.14634146341463414)}",103,1.0,0.9692677490121687,Contaminated,1.0,0.6676600811982741,Contaminated,1.0,0.9747141514502702,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,,Wayne Routledge struck twice as Swansea City comfortably beat Charlotte Independence in the opening game of their pre-season tour to the United States at Ramblewood Stadium.,"{'Min_10.0% Prob': 10.206259409586588, 'Min_20.0% Prob': 8.967092990875244, 'Min_30.0% Prob': 7.676880412631565, 'Min_40.0% Prob': 6.197325963240403, 'Min_50.0% Prob': 5.448838829994202}",0.0494527406990528,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}",170,1.0,0.636558115792523,Contaminated,1.0,0.6397060234337281,Contaminated,1.0,0.7870070264714147,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
Vettel said: ""We had a good start and then we had a problem with the engine","Lewis Hamilton said he was ""not worried"" about his difficult start to the Formula 1 season.","{'Min_10.0% Prob': 10.23453140258789, 'Min_20.0% Prob': 8.180242538452148, 'Min_30.0% Prob': 6.385101652145385, 'Min_40.0% Prob': 5.264723573412214, 'Min_50.0% Prob': 4.519794318411085}",0.4420169293880462,"{'rouge1': Score(precision=0.1875, recall=0.1875, fmeasure=0.1875), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1875, recall=0.1875, fmeasure=0.1875)}",69,1.0,0.9034503050110178,Contaminated,1.0,0.69316182736488,Contaminated,1.0,0.9353414155289158,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
The opposition has been divided for years, and the Syrian government has been able to use its military","The Syrian city seen as the capital of the revolution has fallen, by agreement.","{'Min_10.0% Prob': 8.797504425048828, 'Min_20.0% Prob': 8.747777938842773, 'Min_30.0% Prob': 8.032773613929749, 'Min_40.0% Prob': 6.92346207300822, 'Min_50.0% Prob': 6.05695053935051}",0.4936910271644592,"{'rouge1': Score(precision=0.2857142857142857, recall=0.2222222222222222, fmeasure=0.25), 'rouge2': Score(precision=0.07692307692307693, recall=0.058823529411764705, fmeasure=0.06666666666666667), 'rougeL': Score(precision=0.21428571428571427, recall=0.16666666666666666, fmeasure=0.1875)}",69,1.0,0.8412995496139063,Contaminated,0.0,0.4258063675553725,Clean,1.0,0.8675375739027055,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
Mr Obama said he had ""no doubt"" that Russia was ""an adversary"" and that it","Japan's PM Shinzo Abe has said he has ""great confidence"" in US President-elect Donald Trump and he believes they can build a relationship of trust.","{'Min_10.0% Prob': 5.967215855916341, 'Min_20.0% Prob': 5.073323806126912, 'Min_30.0% Prob': 4.562182214525011, 'Min_40.0% Prob': 4.2049176295598345, 'Min_50.0% Prob': 3.8894050757090253}",0.3301108181476593,"{'rouge1': Score(precision=0.1111111111111111, recall=0.2, fmeasure=0.14285714285714285), 'rouge2': Score(precision=0.038461538461538464, recall=0.07142857142857142, fmeasure=0.05), 'rougeL': Score(precision=0.1111111111111111, recall=0.2, fmeasure=0.14285714285714285)}",106,1.0,0.9212753930161888,Contaminated,1.0,0.5153657097047117,Contaminated,1.0,0.9509786645411645,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
He was awarded the Presidential Medal of Freedom by US President Barack Obama in 2013.
The auction","Pele's 1958 World Cup winner's medal has been sold at auction in London for £200,000 - at least £60,000 more than its estimated price tag.","{'Min_10.0% Prob': 7.653701623280843, 'Min_20.0% Prob': 5.846744230815342, 'Min_30.0% Prob': 5.158218050003052, 'Min_40.0% Prob': 4.441892606871469, 'Min_50.0% Prob': 3.9849255505730126}",0.2724365890026092,"{'rouge1': Score(precision=0.10714285714285714, recall=0.17647058823529413, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.11764705882352941, fmeasure=0.08888888888888889)}",106,1.0,0.7462394355590198,Contaminated,0.0,0.4346584419348462,Clean,1.0,0.7812938409629585,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
Foul by Romain Saiss (Wolverhampton Wanderers).
Substitution",Sam Baldock's first-half header proved enough to give in-form Brighton a home victory over Wolverhampton Wanderers.,"{'Min_10.0% Prob': 9.326494216918945, 'Min_20.0% Prob': 7.999536991119385, 'Min_30.0% Prob': 6.8949697358267645, 'Min_40.0% Prob': 5.816912508010864, 'Min_50.0% Prob': 4.916414159994859}",0.3216821551322937,"{'rouge1': Score(precision=0.10526315789473684, recall=0.2857142857142857, fmeasure=0.15384615384615385), 'rouge2': Score(precision=0.05555555555555555, recall=0.16666666666666666, fmeasure=0.08333333333333333), 'rougeL': Score(precision=0.10526315789473684, recall=0.2857142857142857, fmeasure=0.15384615384615385)}",94,0.0,0.4267916668653052,Clean,1.0,0.5210980734584265,Contaminated,1.0,0.6270007027286437,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
Attempt blocked. Daley Sinkgraven (Ajax) header from the centre of","Justin Kluivert, the 17-year-old son of former Netherlands striker Patrick, made his Ajax debut in a comfortable win at PEC Zwolle on Sunday.","{'Min_10.0% Prob': 7.585832754770915, 'Min_20.0% Prob': 5.640126943588257, 'Min_30.0% Prob': 4.997021770477295, 'Min_40.0% Prob': 4.343798773629325, 'Min_50.0% Prob': 3.7553793523046703}",0.2353178411722183,"{'rouge1': Score(precision=0.12, recall=0.3, fmeasure=0.17142857142857143), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08, recall=0.2, fmeasure=0.11428571428571428)}",110,1.0,0.8495330486338653,Contaminated,0.0,0.45549132435814227,Clean,1.0,0.7338849782613326,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
The Green Party has said it would not support a second referendum, but would support a vote on","A second referendum on the details of any Brexit deal should be offered to voters, Green Party of England and Wales MP Caroline Lucas has said.","{'Min_10.0% Prob': 9.00241994857788, 'Min_20.0% Prob': 7.164648723602295, 'Min_30.0% Prob': 6.323141932487488, 'Min_40.0% Prob': 5.529121745716441, 'Min_50.0% Prob': 4.670874212469373}",0.604598343372345,"{'rouge1': Score(precision=0.34615384615384615, recall=0.5, fmeasure=0.40909090909090906), 'rouge2': Score(precision=0.16, recall=0.23529411764705882, fmeasure=0.19047619047619052), 'rougeL': Score(precision=0.19230769230769232, recall=0.2777777777777778, fmeasure=0.2272727272727273)}",108,1.0,0.5078099925592079,Contaminated,0.0,0.44806597888808436,Clean,1.0,0.7230948871390049,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
21. Simon Clarke (GB) +2mins 35secs
22. Simon Clarke (",Great Britain's Sir Bradley Wiggins clinched his first road world title with a thrilling time trial victory at the World Championships in Ponferrada.,"{'Min_10.0% Prob': 8.393482685089111, 'Min_20.0% Prob': 7.003586196899414, 'Min_30.0% Prob': 5.967371881008148, 'Min_40.0% Prob': 5.1271819851615215, 'Min_50.0% Prob': 4.50854902608054}",0.1426395326852798,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}",127,1.0,0.9541589896321134,Contaminated,1.0,0.5451782533558666,Contaminated,1.0,0.9865555555555555,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"

I'm not sure what the point of this is.

It's a bit of",A suspected firearm has been found by police during a search in west Belfast.,"{'Min_10.0% Prob': 9.519150733947754, 'Min_20.0% Prob': 7.879397551218669, 'Min_30.0% Prob': 7.010274529457092, 'Min_40.0% Prob': 5.697503527005513, 'Min_50.0% Prob': 5.165793725422451}",0.0198015887290239,"{'rouge1': Score(precision=0.07142857142857142, recall=0.06666666666666667, fmeasure=0.0689655172413793), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.06666666666666667, fmeasure=0.0689655172413793)}",56,1.0,0.9359094574214762,Contaminated,1.0,0.6527792471397101,Contaminated,1.0,0.7923262426476206,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
The site was previously home to the Skew Bridge ski club, which closed in 2009.
",Proposals to increase the size of a Â£50m shopping and leisure development have been approved.,"{'Min_10.0% Prob': 9.755050659179688, 'Min_20.0% Prob': 8.759011030197144, 'Min_30.0% Prob': 7.621715704600017, 'Min_40.0% Prob': 6.6368213295936584, 'Min_50.0% Prob': 5.720894119956276}",0.0377096198499202,"{'rouge1': Score(precision=0.13333333333333333, recall=0.13333333333333333, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.13333333333333333, recall=0.13333333333333333, fmeasure=0.13333333333333333)}",76,1.0,0.9690730220402154,Contaminated,1.0,0.5378401111240722,Contaminated,1.0,0.9935641025641025,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
""We are still searching for her body, but we are not ruling out the possibility that she",Danish police believe that a submarine at the centre of an investigation into a missing Swedish journalist was deliberately sunk.,"{'Min_10.0% Prob': 7.0981035232543945, 'Min_20.0% Prob': 6.472795009613037, 'Min_30.0% Prob': 5.833589156468709, 'Min_40.0% Prob': 5.2129360139369965, 'Min_50.0% Prob': 4.546060627157038}",0.1557835042476654,"{'rouge1': Score(precision=0.1, recall=0.11764705882352941, fmeasure=0.1081081081081081), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.05, recall=0.058823529411764705, fmeasure=0.05405405405405405)}",97,1.0,0.8736291262854898,Contaminated,1.0,0.8123923765244766,Contaminated,1.0,0.7278909332888027,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
The prize is awarded annually to the author of the best collection of poetry published in the UK in",David Harsent has won the TS Eliot Prize for poetry at the fifth attempt.,"{'Min_10.0% Prob': 11.325246810913086, 'Min_20.0% Prob': 9.117024421691895, 'Min_30.0% Prob': 7.6705926895141605, 'Min_40.0% Prob': 7.174032052357991, 'Min_50.0% Prob': 6.525003492832184}",0.5765331387519836,"{'rouge1': Score(precision=0.2857142857142857, recall=0.21052631578947367, fmeasure=0.24242424242424243), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=0.21052631578947367, fmeasure=0.24242424242424243)}",70,1.0,0.9428461027404651,Contaminated,1.0,0.6208736127944768,Contaminated,1.0,0.9445357107160385,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
Mr Bich's case has been widely covered in the Vietnamese media, with the state-run","An Australian man, Phuc Dat Bich, has said he is glad his fight to use his name on Facebook has made people happy.","{'Min_10.0% Prob': 8.614967346191406, 'Min_20.0% Prob': 7.311419296264648, 'Min_30.0% Prob': 6.709501028060913, 'Min_40.0% Prob': 6.247600815512917, 'Min_50.0% Prob': 5.7916291781834195}",0.241053894162178,"{'rouge1': Score(precision=0.08695652173913043, recall=0.125, fmeasure=0.10256410256410256), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08695652173913043, recall=0.125, fmeasure=0.10256410256410256)}",85,1.0,0.8584212981000934,Contaminated,1.0,0.7060219079318385,Contaminated,1.0,0.9335088300767709,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,,Great Britain beat the Netherlands 3-0 in the Ergo Masters Four Nations Invitational in Dusseldorf as Ashley Jackson won his 100th cap.,"{'Min_10.0% Prob': 9.058430671691895, 'Min_20.0% Prob': 8.023741404215494, 'Min_30.0% Prob': 7.455929597218831, 'Min_40.0% Prob': 6.912467161814372, 'Min_50.0% Prob': 6.076163366436958}",0.0344210751354694,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}",132,1.0,0.9009795360833329,Contaminated,1.0,0.5688751906601511,Contaminated,1.0,0.9597493799873975,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
To find out more about the BBC's commitment to freedom of expression, visit the BBC's website",You can find details of how you can get in touch with anyone at BBC in Newcastle below.,"{'Min_10.0% Prob': 9.823023796081543, 'Min_20.0% Prob': 8.185301462809244, 'Min_30.0% Prob': 7.304516696929932, 'Min_40.0% Prob': 6.580901214054653, 'Min_50.0% Prob': 5.986512316597833}",0.3565425276756286,"{'rouge1': Score(precision=0.16666666666666666, recall=0.16666666666666666, fmeasure=0.16666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.16666666666666666, fmeasure=0.16666666666666666)}",75,1.0,0.6266651344600466,Contaminated,1.0,0.6348675732350331,Contaminated,1.0,0.7505587990592213,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
""We are going to defend their livelihoods and support them until they can rebuild their stalls.""",Mexico's President Enrique Pena Nieto has promised to rebuild an open-air fireworks market destroyed by a series of huge explosions on Tuesday.,"{'Min_10.0% Prob': 10.009918212890625, 'Min_20.0% Prob': 7.662695121765137, 'Min_30.0% Prob': 6.403805136680603, 'Min_40.0% Prob': 5.739044165611267, 'Min_50.0% Prob': 4.981812935609084}",0.2131301909685135,"{'rouge1': Score(precision=0.08333333333333333, recall=0.125, fmeasure=0.1), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.125, fmeasure=0.1)}",109,1.0,0.8685760032036771,Contaminated,1.0,0.8366867859902114,Contaminated,1.0,0.8703684333273816,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
Ocado's shares have risen by more than 50% since the start of the year.",Online grocer Ocado has reported a full-year pre-tax profit for the first time since launching in 2000.,"{'Min_10.0% Prob': 8.376077651977539, 'Min_20.0% Prob': 6.825711250305176, 'Min_30.0% Prob': 5.590383223124912, 'Min_40.0% Prob': 5.059487210379706, 'Min_50.0% Prob': 4.219058871269226}",0.5242425799369812,"{'rouge1': Score(precision=0.21052631578947367, recall=0.26666666666666666, fmeasure=0.23529411764705882), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.10526315789473684, recall=0.13333333333333333, fmeasure=0.11764705882352941)}",76,1.0,0.9514211456566418,Contaminated,1.0,0.5016302049821328,Contaminated,1.0,0.9507499061610903,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
The government says it will also consider applications for a pilot scheme to encourage people to recycle more.",A £250m government scheme encouraging councils to keep or bring back weekly bin collections is opening for bids.,"{'Min_10.0% Prob': 9.653143405914307, 'Min_20.0% Prob': 8.677967071533203, 'Min_30.0% Prob': 7.828988552093506, 'Min_40.0% Prob': 7.245489716529846, 'Min_50.0% Prob': 6.760023546218872}",0.4226739406585693,"{'rouge1': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2222222222222222, recall=0.2222222222222222, fmeasure=0.2222222222222222)}",84,1.0,0.9599626830057431,Contaminated,1.0,0.705434252061789,Contaminated,1.0,0.9797711778597429,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"
She said: ""The government's plans to withdraw from the European Arrest Warrant agreement will make it","Criminals who kill police officers in England and Wales will face compulsory whole life sentences, Home Secretary Theresa May has announced.","{'Min_10.0% Prob': 8.29141902923584, 'Min_20.0% Prob': 6.379009151458741, 'Min_30.0% Prob': 5.737475463322231, 'Min_40.0% Prob': 5.013807845115662, 'Min_50.0% Prob': 4.543207983175914}",0.2989575266838074,"{'rouge1': Score(precision=0.047619047619047616, recall=0.058823529411764705, fmeasure=0.05263157894736842), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.047619047619047616, recall=0.058823529411764705, fmeasure=0.05263157894736842)}",108,1.0,0.8684838429046571,Contaminated,0.0,0.48920045536300194,Clean,1.0,0.9776318494034711,Contaminated
facebook/opt-1.3b,Summarize the following text: ,Xsum,"

I'm sorry to hear about your loss. I'm sure you'll find comfort in the","Stephen Paul Copoc, a landscape gardener from Liverpool, travelled to the match by coach with friends Anthony Smith and Anthony Burrows, who both survived.","{'Min_10.0% Prob': 9.932905832926432, 'Min_20.0% Prob': 9.213600317637125, 'Min_30.0% Prob': 8.450575510660807, 'Min_40.0% Prob': 7.812699596087138, 'Min_50.0% Prob': 7.123694197336833}",0.1234914511442184,"{'rouge1': Score(precision=0.08333333333333333, recall=0.11764705882352941, fmeasure=0.09756097560975609), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.11764705882352941, fmeasure=0.09756097560975609)}",124,1.0,0.8126461658337759,Contaminated,1.0,0.7032706998344517,Contaminated,1.0,0.7208126402524261,Contaminated
