Model,Task_Prefix,Dataset_Name,Model_Responses,Gold_Labels,Min_K_Responses,cos_sim_scores,rouge_sim_scores,levenshtein_distance,GradientBoosting_prediction,GradientBoosting_probability,GradientBoosting_label,LogisticRegression_prediction,LogisticRegression_probability,LogisticRegression_label,RandomForest_prediction,RandomForest_probability,RandomForest_label
microsoft/phi-4,Summarize the following text: ,Samsum,assistantWanda wants to throw a party and asks Gina for help. Gina is curious about,Wanda wants to throw a party. She asks Gina to borrow her father's car and go do groceries together. They set the date for Friday. ,"{'Min_10.0% Prob': 13.510416666666666, 'Min_20.0% Prob': 10.694010416666666, 'Min_30.0% Prob': 9.653211805555555, 'Min_40.0% Prob': 8.948893229166666, 'Min_50.0% Prob': 7.998177083333333}",0.5994541049003601,"{'rouge1': Score(precision=0.34615384615384615, recall=0.6, fmeasure=0.43902439024390244), 'rouge2': Score(precision=0.2, recall=0.35714285714285715, fmeasure=0.25641025641025644), 'rougeL': Score(precision=0.3076923076923077, recall=0.5333333333333333, fmeasure=0.3902439024390244)}",83,0,0.48570015155638924,Not Contaminated,1,0.5883984780078071,Likely Contaminated,0,0.48634369266354527,Not Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,"assistantMartin won two cinema tickets through a Facebook promotion organized by a movie magazine, which required",Martin wrote a short review and won 2 cinema tickets on FB. Martin wants Aggie to go with him this week for the new film with Redford.,"{'Min_10.0% Prob': 11.182291666666666, 'Min_20.0% Prob': 9.839192708333334, 'Min_30.0% Prob': 8.588975694444445, 'Min_40.0% Prob': 7.686197916666667, 'Min_50.0% Prob': 7.047916666666667}",0.319335401058197,"{'rouge1': Score(precision=0.14814814814814814, recall=0.25, fmeasure=0.18604651162790697), 'rouge2': Score(precision=0.038461538461538464, recall=0.06666666666666667, fmeasure=0.04878048780487805), 'rougeL': Score(precision=0.1111111111111111, recall=0.1875, fmeasure=0.13953488372093023)}",90,1,0.8424158187501877,Likely Contaminated,1,0.6804457422585973,Likely Contaminated,1,0.8053841852591854,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantCharlee is taking a class on Portuguese theatre at her university. She and her classmates,Charlee is attending Portuguese theater as a subject at university. He and other students are preparing a play by Mrożek translated into Portuguese.,"{'Min_10.0% Prob': 13.36328125, 'Min_20.0% Prob': 10.56171875, 'Min_30.0% Prob': 9.24560546875, 'Min_40.0% Prob': 8.224076704545455, 'Min_50.0% Prob': 7.420479910714286}",0.6211530566215515,"{'rouge1': Score(precision=0.25, recall=0.4, fmeasure=0.3076923076923077), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.20833333333333334, recall=0.3333333333333333, fmeasure=0.25641025641025644)}",103,1,0.7787677049363168,Likely Contaminated,1,0.8515958059816442,Likely Contaminated,1,0.6419965633242748,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantMary inquires whether Tom is traveling by car or train. Tom responds that Ella rented,"Ella rented a car, this makes things much faster for her and Tom. ","{'Min_10.0% Prob': 12.484375, 'Min_20.0% Prob': 9.372395833333334, 'Min_30.0% Prob': 8.9501953125, 'Min_40.0% Prob': 8.169921875, 'Min_50.0% Prob': 7.2763671875}",0.6757988929748535,"{'rouge1': Score(precision=0.3076923076923077, recall=0.26666666666666666, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.08333333333333333, recall=0.07142857142857142, fmeasure=0.07692307692307691), 'rougeL': Score(precision=0.15384615384615385, recall=0.13333333333333333, fmeasure=0.14285714285714288)}",69,1,0.5535863441669449,Likely Contaminated,1,0.7577390159760784,Likely Contaminated,1,0.5871748911777938,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantThe conversation between Luke and Paul revolves around Luke expressing interest in joining Paul's Netflix account,Paul is going to share his Netflix account with Luke. In exchange Luke is going to contribute to the subscription. Paul will send Luke his bank details. Paul is on vacation with his girlfriend till tomorrow.,"{'Min_10.0% Prob': 10.791666666666666, 'Min_20.0% Prob': 8.864955357142858, 'Min_30.0% Prob': 7.501775568181818, 'Min_40.0% Prob': 6.632161458333333, 'Min_50.0% Prob': 6.009971217105263}",0.8147261142730713,"{'rouge1': Score(precision=0.19444444444444445, recall=0.4117647058823529, fmeasure=0.2641509433962264), 'rouge2': Score(precision=0.02857142857142857, recall=0.0625, fmeasure=0.0392156862745098), 'rougeL': Score(precision=0.1111111111111111, recall=0.23529411764705882, fmeasure=0.1509433962264151)}",152,1,0.8636625407557779,Likely Contaminated,1,0.7048707932909134,Likely Contaminated,1,0.731967053779554,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantGreg needs to stay late at work again and asks Betsy if she can pick up,"Greg and Betsy have a lot of work today, so they cannot pick up Johnny from the kindergarten. However, it's Greg's turn to do it. Greg will try to find a solution.","{'Min_10.0% Prob': 6.283854166666667, 'Min_20.0% Prob': 5.909598214285714, 'Min_30.0% Prob': 5.611860795454546, 'Min_40.0% Prob': 5.235807291666666, 'Min_50.0% Prob': 4.750102796052632}",0.3428447246551513,"{'rouge1': Score(precision=0.17647058823529413, recall=0.375, fmeasure=0.24), 'rouge2': Score(precision=0.030303030303030304, recall=0.06666666666666667, fmeasure=0.041666666666666664), 'rougeL': Score(precision=0.11764705882352941, recall=0.25, fmeasure=0.15999999999999998)}",124,1,0.8542072142235642,Likely Contaminated,1,0.5710145415225649,Likely Contaminated,1,0.8191259051406111,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,"assistantThe conversation revolves around a humorous exchange among friends. Ethan shares a photo of Scott,","Ethan, Toby and Marshall are making fun of Scott.","{'Min_10.0% Prob': 13.7734375, 'Min_20.0% Prob': 11.08984375, 'Min_30.0% Prob': 10.171875, 'Min_40.0% Prob': 9.3017578125, 'Min_50.0% Prob': 8.5984375}",0.6399264335632324,"{'rouge1': Score(precision=0.3333333333333333, recall=0.2, fmeasure=0.25), 'rouge2': Score(precision=0.125, recall=0.07142857142857142, fmeasure=0.09090909090909091), 'rougeL': Score(precision=0.3333333333333333, recall=0.2, fmeasure=0.25)}",77,1,0.8477760375455804,Likely Contaminated,1,0.8139173860466707,Likely Contaminated,1,0.7584923112018701,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantIgor is feeling overwhelmed and demotivated due to a heavy workload during his notice,Igor has a lot of work on his notice period and he feels demotivated. John thinks he should do what he has to do nevertheless. ,"{'Min_10.0% Prob': 10.302083333333334, 'Min_20.0% Prob': 8.520833333333334, 'Min_30.0% Prob': 7.601128472222222, 'Min_40.0% Prob': 6.8310546875, 'Min_50.0% Prob': 6.189973958333334}",0.4815703630447387,"{'rouge1': Score(precision=0.28, recall=0.5, fmeasure=0.358974358974359), 'rouge2': Score(precision=0.041666666666666664, recall=0.07692307692307693, fmeasure=0.05405405405405406), 'rougeL': Score(precision=0.12, recall=0.21428571428571427, fmeasure=0.15384615384615383)}",88,1,0.5826508733417873,Likely Contaminated,1,0.7249060712467704,Likely Contaminated,1,0.5101801469729101,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,"assistantClara and Neela discuss the TV series ""Dear White People,"" which Clara recommends",Clara is rewatching Dear White People and strongly recommends it to Neela.,"{'Min_10.0% Prob': 10.703125, 'Min_20.0% Prob': 10.3359375, 'Min_30.0% Prob': 9.75390625, 'Min_40.0% Prob': 7.9375, 'Min_50.0% Prob': 6.806396484375}",0.7772102952003479,"{'rouge1': Score(precision=0.5833333333333334, recall=0.5384615384615384, fmeasure=0.5599999999999999), 'rouge2': Score(precision=0.18181818181818182, recall=0.16666666666666666, fmeasure=0.17391304347826086), 'rougeL': Score(precision=0.3333333333333333, recall=0.3076923076923077, fmeasure=0.32)}",62,0,0.23129780578680315,Not Contaminated,1,0.7920764600823713,Likely Contaminated,0,0.4356475636291812,Not Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantErnest informs Mike that someone crashed into a red Honda that looks like his car.,Mike took his car into garage today. Ernest is relieved as someone had just crashed into a red Honda which looks like Mike's. ,"{'Min_10.0% Prob': 13.1796875, 'Min_20.0% Prob': 10.88125, 'Min_30.0% Prob': 9.790178571428571, 'Min_40.0% Prob': 8.319140625, 'Min_50.0% Prob': 7.4522235576923075}",0.685290515422821,"{'rouge1': Score(precision=0.4583333333333333, recall=0.7333333333333333, fmeasure=0.5641025641025641), 'rouge2': Score(precision=0.2608695652173913, recall=0.42857142857142855, fmeasure=0.3243243243243243), 'rougeL': Score(precision=0.375, recall=0.6, fmeasure=0.4615384615384615)}",64,0,0.4649208213169215,Not Contaminated,1,0.5351462280785454,Likely Contaminated,0,0.29035259838201016,Not Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantBeth contacts her Aunt Deirdre to discuss two main topics: planning a special celebration,Beth wants to organize a girls weekend to celebrate her mother's 40th birthday. She also wants to work at Deidre's beauty salon. Deidre offers her a few hours on Saturdays as work experience. They set up for a meeting tomorrow.,"{'Min_10.0% Prob': 8.6484375, 'Min_20.0% Prob': 7.723828125, 'Min_30.0% Prob': 6.974479166666667, 'Min_40.0% Prob': 6.31875, 'Min_50.0% Prob': 5.643984375}",0.4616736769676208,"{'rouge1': Score(precision=0.09523809523809523, recall=0.2857142857142857, fmeasure=0.14285714285714285), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.21428571428571427, fmeasure=0.10714285714285714)}",177,1,0.78256397855812,Likely Contaminated,1,0.6559250131779822,Likely Contaminated,1,0.6944412907226681,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantThe conversation between Gloria and Emma revolves around preparing for an exam that is largely based on,Gloria has an exam soon. It lasts 4 hours. Emma sent her a link to a website with some texts from previous years so that she can prepare for the exam better.,"{'Min_10.0% Prob': 11.200520833333334, 'Min_20.0% Prob': 9.860491071428571, 'Min_30.0% Prob': 8.76953125, 'Min_40.0% Prob': 8.055245535714286, 'Min_50.0% Prob': 7.1328125}",0.732692539691925,"{'rouge1': Score(precision=0.21875, recall=0.4117647058823529, fmeasure=0.2857142857142857), 'rouge2': Score(precision=0.06451612903225806, recall=0.125, fmeasure=0.0851063829787234), 'rougeL': Score(precision=0.15625, recall=0.29411764705882354, fmeasure=0.20408163265306123)}",115,1,0.5632960446010341,Likely Contaminated,1,0.7203351021094124,Likely Contaminated,1,0.7546878142282555,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,"assistantAdam and Karen are concerned about May, who is exhibiting signs of depression, such as",Adam and Karen are worried that May suffers from depression. Karen will call her friend who is a psychologist and ask for advice. ,"{'Min_10.0% Prob': 10.52734375, 'Min_20.0% Prob': 8.834375, 'Min_30.0% Prob': 7.565848214285714, 'Min_40.0% Prob': 6.365234375, 'Min_50.0% Prob': 5.769856770833333}",0.6347233057022095,"{'rouge1': Score(precision=0.30434782608695654, recall=0.4666666666666667, fmeasure=0.3684210526315789), 'rouge2': Score(precision=0.13636363636363635, recall=0.21428571428571427, fmeasure=0.16666666666666663), 'rougeL': Score(precision=0.2608695652173913, recall=0.4, fmeasure=0.31578947368421056)}",93,0,0.4135430357373109,Not Contaminated,1,0.5547127209770603,Likely Contaminated,1,0.5545540600226009,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,"assistantAnne discovered that Mark lied about his age, claiming to be 30 when he is",Mark lied to Anne about his age. Mark is 40.,"{'Min_10.0% Prob': 13.5703125, 'Min_20.0% Prob': 9.470703125, 'Min_30.0% Prob': 7.748697916666667, 'Min_40.0% Prob': 6.736328125, 'Min_50.0% Prob': 5.591471354166667}",0.7136977910995483,"{'rouge1': Score(precision=0.7, recall=0.4666666666666667, fmeasure=0.56), 'rouge2': Score(precision=0.3333333333333333, recall=0.21428571428571427, fmeasure=0.2608695652173913), 'rougeL': Score(precision=0.6, recall=0.4, fmeasure=0.48)}",55,0,0.3910364149041676,Not Contaminated,1,0.6340195901866208,Likely Contaminated,0,0.39090015362887715,Not Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantThe group is planning a birthday party for Wharton next week. They are discussing what,"Next week is Wharton's birthday. Augustine, Darlene, Heather and Walker want to buy him a paper shredder. Walker will make sure if Wharton really wants it. ","{'Min_10.0% Prob': 11.921875, 'Min_20.0% Prob': 10.629464285714286, 'Min_30.0% Prob': 9.820703125, 'Min_40.0% Prob': 8.909319196428571, 'Min_50.0% Prob': 7.962239583333333}",0.5344972610473633,"{'rouge1': Score(precision=0.2222222222222222, recall=0.4, fmeasure=0.2857142857142857), 'rouge2': Score(precision=0.038461538461538464, recall=0.07142857142857142, fmeasure=0.05), 'rougeL': Score(precision=0.1111111111111111, recall=0.2, fmeasure=0.14285714285714285)}",119,1,0.7853323958524959,Likely Contaminated,1,0.799111635707382,Likely Contaminated,1,0.7675781906002492,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantThe conversation revolves around a group of friends sharing their experiences with unusual and eerie places.,"Kelly is scared of sculpture garden figures in Finnland, she finds figure's faces morbid. For Ollie it's Nagoro village in Japan, it's creepy. ","{'Min_10.0% Prob': 12.2890625, 'Min_20.0% Prob': 10.791294642857142, 'Min_30.0% Prob': 9.91875, 'Min_40.0% Prob': 8.604910714285714, 'Min_50.0% Prob': 7.885799632352941}",0.2394916266202926,"{'rouge1': Score(precision=0.038461538461538464, recall=0.0625, fmeasure=0.04761904761904762), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.038461538461538464, recall=0.0625, fmeasure=0.04761904761904762)}",111,1,0.857384394718494,Likely Contaminated,1,0.722188634008806,Likely Contaminated,1,0.8442710761460761,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,"assistantIn the conversation, Myah sends a photo that presumably contains a phone number. Sel",Selah called a person that did not pick up.,"{'Min_10.0% Prob': 10.90625, 'Min_20.0% Prob': 9.79296875, 'Min_30.0% Prob': 8.807291666666666, 'Min_40.0% Prob': 8.203125, 'Min_50.0% Prob': 7.66328125}",0.2904894351959228,"{'rouge1': Score(precision=0.2222222222222222, recall=0.14285714285714285, fmeasure=0.17391304347826086), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2222222222222222, recall=0.14285714285714285, fmeasure=0.17391304347826086)}",68,1,0.7891143217435488,Likely Contaminated,1,0.8116867679324155,Likely Contaminated,1,0.6878766460690278,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantEric and Bella discuss an unexpected reaction from their boss regarding a decision to dismiss a client,Bella and Eric dismissed a request of a client. Their boss appreciated the decision. He brings in new clients.,"{'Min_10.0% Prob': 11.5078125, 'Min_20.0% Prob': 9.693359375, 'Min_30.0% Prob': 8.664713541666666, 'Min_40.0% Prob': 7.81689453125, 'Min_50.0% Prob': 6.9577414772727275}",0.8102174401283264,"{'rouge1': Score(precision=0.47368421052631576, recall=0.5294117647058824, fmeasure=0.5), 'rouge2': Score(precision=0.16666666666666666, recall=0.1875, fmeasure=0.17647058823529413), 'rougeL': Score(precision=0.2631578947368421, recall=0.29411764705882354, fmeasure=0.27777777777777773)}",68,0,0.2847737872237566,Not Contaminated,1,0.7309078341554595,Likely Contaminated,0,0.37192816200827056,Not Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantEmma is sitting at the back of the bus because there are free seats and she can,Emma is about to take a nap in the back of the bus to New York. Ben and Emma will be there around 4.30 pm. Ben will wake Emma up 15 minutes prior to their arrival.,"{'Min_10.0% Prob': 7.080078125, 'Min_20.0% Prob': 6.0791015625, 'Min_30.0% Prob': 5.397135416666667, 'Min_40.0% Prob': 4.9217529296875, 'Min_50.0% Prob': 4.413969494047619}",0.3633447587490082,"{'rouge1': Score(precision=0.21621621621621623, recall=0.47058823529411764, fmeasure=0.29629629629629634), 'rouge2': Score(precision=0.1111111111111111, recall=0.25, fmeasure=0.15384615384615383), 'rougeL': Score(precision=0.1891891891891892, recall=0.4117647058823529, fmeasure=0.2592592592592593)}",112,1,0.649061542004522,Likely Contaminated,0,0.37431775095846515,Not Contaminated,0,0.45403247676815794,Not Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantJesse proposes a charitable activity to uplift the group's spirits by helping the less fortunate,"Jesse, Melvin, Lee and Maxine are going to take part in the Christmas charity action of the foundation called Refuge, which helps women and children who escape from abuse.","{'Min_10.0% Prob': 10.71875, 'Min_20.0% Prob': 8.716517857142858, 'Min_30.0% Prob': 7.823828125, 'Min_40.0% Prob': 6.933314732142857, 'Min_50.0% Prob': 6.4509420955882355}",0.3179109692573547,"{'rouge1': Score(precision=0.13793103448275862, recall=0.25, fmeasure=0.17777777777777778), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.10344827586206896, recall=0.1875, fmeasure=0.13333333333333333)}",124,1,0.8357835779868458,Likely Contaminated,1,0.7148786231711268,Likely Contaminated,1,0.7599878698016853,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,assistantMary asks Carter for a small loan because she is short on money. Carter agrees to,Mary ran out of money. Carter is going to lend her some in an hour.,"{'Min_10.0% Prob': 12.625, 'Min_20.0% Prob': 10.591145833333334, 'Min_30.0% Prob': 9.1611328125, 'Min_40.0% Prob': 7.480794270833333, 'Min_50.0% Prob': 6.521240234375}",0.6314331293106079,"{'rouge1': Score(precision=0.26666666666666666, recall=0.25, fmeasure=0.2580645161290323), 'rouge2': Score(precision=0.07142857142857142, recall=0.06666666666666667, fmeasure=0.0689655172413793), 'rougeL': Score(precision=0.2, recall=0.1875, fmeasure=0.19354838709677422)}",66,1,0.6500416429800502,Likely Contaminated,1,0.7209585298555019,Likely Contaminated,1,0.6995064683430726,Likely Contaminated
microsoft/phi-4,Summarize the following text: ,Samsum,"assistantCharlotte asks Paula how to pronounce ""Natal lily,"" a plant named after the","Paula helped Charlotte with correct pronunciation of ""Natal lily"".","{'Min_10.0% Prob': 13.921875, 'Min_20.0% Prob': 12.5390625, 'Min_30.0% Prob': 11.8828125, 'Min_40.0% Prob': 10.0765625, 'Min_50.0% Prob': 9.459635416666666}",0.72174072265625,"{'rouge1': Score(precision=0.3333333333333333, recall=0.23076923076923078, fmeasure=0.27272727272727276), 'rouge2': Score(precision=0.125, recall=0.08333333333333333, fmeasure=0.1), 'rougeL': Score(precision=0.3333333333333333, recall=0.23076923076923078, fmeasure=0.27272727272727276)}",59,0,0.48214379284913544,Not Contaminated,1,0.8523293970819694,Likely Contaminated,1,0.70576384644767,Likely Contaminated
